T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96,T97,T98,T99,Time,Label
0.7,0.7,0.18,0.18,0.0,0.0,1.23,1.23,0.7,0.7,0.62,0.62,0.97,0.97,0.18,0.18,0.09,0.09,0.44,0.44,0.62,0.62,0.44,0.44,0.44,0.44,0.35,0.35,0.88,0.88,0.44,0.44,0.18,0.18,-0.26,-0.26,0.62,0.62,0.88,0.88,0.09,0.09,0.7,0.7,0.79,0.79,-0.09,-0.09,-0.35,-0.35,0.26,0.26,1.41,1.41,1.32,1.32,0.26,0.26,0.0,0.0,0.18,0.18,-0.09,-0.09,0.18,0.18,-8.35,-8.35,1.85,1.85,-0.09,-0.09,-5.01,-5.01,-4.57,-4.57,0.09,0.09,-1.32,-1.32,-2.29,-2.29,-2.99,-2.99,-9.32,-9.32,0.44,0.44,-1.67,-1.67,-8.61,-8.61,-9.84,-9.84,-10.28,-10.28,-1.49,-1.49,-1.49,-1.49,66,0
0.26,0.26,0.35,0.35,1.49,1.49,0.26,0.26,0.53,0.53,0.26,0.26,-0.35,-0.35,0.62,0.62,2.64,2.64,0.0,0.0,0.0,0.0,1.23,1.23,0.7,0.7,0.62,0.62,0.18,0.18,1.05,1.05,0.0,0.0,0.62,0.62,1.76,1.76,-0.35,-0.35,0.62,0.62,1.41,1.41,0.79,0.79,1.05,1.05,0.09,0.09,0.62,0.62,0.53,0.53,-0.09,-0.09,0.09,0.09,0.18,0.18,0.35,0.35,0.7,0.7,-0.09,-0.09,0.35,0.35,0.62,0.62,1.41,1.41,3.43,3.43,0.62,0.62,7.03,7.03,0.26,0.26,0.09,0.09,2.2,2.2,1.93,1.93,1.58,1.58,1.23,1.23,2.9,2.9,1.49,1.49,0.18,0.18,0.0,0.0,-0.18,-0.18,65,0
-0.62,-0.62,0.18,0.18,-0.7,-0.7,-0.35,-0.35,0.0,0.0,-0.09,-0.09,1.41,1.41,1.41,1.41,1.76,1.76,-0.09,-0.09,-0.26,-0.26,-0.88,-0.88,0.0,0.0,0.53,0.53,0.53,0.53,-0.26,-0.26,-0.53,-0.53,-0.62,-0.62,-0.09,-0.09,0.18,0.18,0.09,0.09,-0.09,-0.09,-0.26,-0.26,0.0,0.0,0.09,0.09,-0.18,-0.18,-0.79,-0.79,-0.44,-0.44,0.0,0.0,0.62,0.62,-1.85,-1.85,-0.26,-0.26,2.72,2.72,8.35,8.35,-5.36,-5.36,-2.2,-2.2,6.68,6.68,0.62,0.62,2.99,2.99,0.0,0.0,0.79,0.79,6.06,6.06,-0.18,-0.18,3.96,3.96,1.23,1.23,5.19,5.19,5.01,5.01,0.44,0.44,0.18,0.18,1.32,1.32,65,0
-1.41,-1.41,-0.79,-0.79,1.58,1.58,-1.23,-1.23,0.62,0.62,-0.35,-0.35,0.79,0.79,-0.26,-0.26,0.7,0.7,-0.88,-0.88,-0.18,-0.18,1.85,1.85,-0.26,-0.26,-0.44,-0.44,2.2,2.2,-0.7,-0.7,0.0,0.0,-0.44,-0.44,0.79,0.79,0.18,0.18,1.05,1.05,-0.53,-0.53,-0.97,-0.97,0.09,0.09,0.88,0.88,-3.43,-3.43,0.79,0.79,-0.7,-0.7,0.0,0.0,-0.97,-0.97,-1.85,-1.85,0.18,0.18,-1.32,-1.32,1.93,1.93,-4.22,-4.22,-1.93,-1.93,-10.63,-10.63,-5.8,-5.8,-2.2,-2.2,-11.16,-11.16,-4.57,-4.57,-8.53,-8.53,-1.05,-1.05,-2.29,-2.29,-15.21,-15.21,-0.88,-0.88,-1.85,-1.85,-5.01,-5.01,-12.39,-12.39,-8.09,-8.09,74,0
0.0,0.0,0.26,0.26,-0.26,-0.26,-0.97,-0.97,0.44,0.44,1.93,1.93,0.26,0.26,-0.88,-0.88,-0.18,-0.18,-0.18,-0.18,-0.53,-0.53,0.26,0.26,-0.26,-0.26,0.0,0.0,-0.09,-0.09,0.09,0.09,0.88,0.88,0.18,0.18,0.0,0.0,-2.11,-2.11,1.05,1.05,-0.35,-0.35,1.58,1.58,-0.26,-0.26,0.62,0.62,0.35,0.35,-1.32,-1.32,-1.93,-1.93,-0.53,-0.53,-0.88,-0.88,-1.67,-1.67,-3.16,-3.16,-1.76,-1.76,-0.88,-0.88,-1.05,-1.05,6.06,6.06,5.36,5.36,7.29,7.29,0.35,0.35,1.05,1.05,5.01,5.01,5.71,5.71,2.72,2.72,0.09,0.09,11.95,11.95,-0.35,-0.35,-0.44,-0.44,2.72,2.72,2.72,2.72,2.11,2.11,64,0
-0.26,-0.26,-0.79,-0.79,-0.26,-0.26,-0.18,-0.18,-0.44,-0.44,-0.53,-0.53,-0.79,-0.79,-1.85,-1.85,0.35,0.35,-0.88,-0.88,-1.32,-1.32,0.0,0.0,-0.62,-0.62,-0.79,-0.79,0.0,0.0,-1.05,-1.05,-0.79,-0.79,0.26,0.26,-0.88,-0.88,-0.7,-0.7,-0.79,-0.79,0.18,0.18,0.7,0.7,-2.02,-2.02,-0.44,-0.44,-0.26,-0.26,-1.23,-1.23,0.53,0.53,-0.18,-0.18,-0.44,-0.44,-0.09,-0.09,-0.18,-0.18,-0.88,-0.88,0.26,0.26,1.23,1.23,1.49,1.49,-0.53,-0.53,0.79,0.79,-0.35,-0.35,2.99,2.99,-0.7,-0.7,4.13,4.13,0.79,0.79,3.6,3.6,-0.18,-0.18,-0.09,-0.09,0.26,0.26,5.1,5.1,0.18,0.18,0.7,0.7,66,0
0.18,0.18,0.09,0.09,0.09,0.09,0.18,0.18,0.18,0.18,0.18,0.18,0.0,0.0,0.09,0.09,0.09,0.09,0.26,0.26,0.09,0.09,0.09,0.09,0.53,0.53,0.26,0.26,0.62,0.62,-0.62,-0.62,-0.18,-0.18,1.93,1.93,0.53,0.53,-0.18,-0.18,0.0,0.0,0.18,0.18,0.18,0.18,0.09,0.09,0.09,0.09,0.18,0.18,0.09,0.09,0.53,0.53,0.26,0.26,-0.09,-0.09,0.53,0.53,0.88,0.88,2.55,2.55,-1.05,-1.05,0.26,0.26,1.93,1.93,1.14,1.14,5.36,5.36,-0.97,-0.97,1.05,1.05,3.34,3.34,2.81,2.81,2.46,2.46,0.0,0.0,0.53,0.53,1.41,1.41,3.69,3.69,4.04,4.04,0.7,0.7,2.37,2.37,62,0
0.26,0.26,0.18,0.18,0.09,0.09,0.62,0.62,1.14,1.14,0.44,0.44,0.62,0.62,0.62,0.62,0.18,0.18,0.35,0.35,0.62,0.62,1.23,1.23,-0.44,-0.44,-0.09,-0.09,1.23,1.23,1.05,1.05,0.18,0.18,-0.18,-0.18,1.76,1.76,-0.53,-0.53,0.97,0.97,3.34,3.34,0.09,0.09,-0.62,-0.62,1.14,1.14,1.49,1.49,-0.53,-0.53,-0.44,-0.44,0.97,0.97,0.09,0.09,0.88,0.88,2.11,2.11,0.53,0.53,-0.26,-0.26,-0.26,-0.26,0.88,0.88,0.53,0.53,0.88,0.88,5.8,5.8,0.26,0.26,1.05,1.05,1.67,1.67,2.02,2.02,5.54,5.54,-0.18,-0.18,1.14,1.14,3.87,3.87,2.99,2.99,0.18,0.18,0.62,0.62,62,0
0.26,0.26,0.35,0.35,0.44,0.44,0.44,0.44,0.53,0.53,0.35,0.35,0.53,0.53,0.44,0.44,0.44,0.44,0.18,0.18,0.35,0.35,0.18,0.18,0.35,0.35,0.53,0.53,0.35,0.35,0.35,0.35,0.35,0.35,0.26,0.26,0.44,0.44,1.14,1.14,0.18,0.18,0.09,0.09,0.7,0.7,0.26,0.26,-0.09,-0.09,0.53,0.53,0.35,0.35,1.05,1.05,0.97,0.97,0.7,0.7,0.44,0.44,0.26,0.26,0.44,0.44,0.26,0.26,-0.09,-0.09,0.88,0.88,0.53,0.53,0.26,0.26,0.35,0.35,0.26,0.26,0.35,0.35,-1.14,-1.14,0.09,0.09,-1.23,-1.23,-0.09,-0.09,-1.49,-1.49,-1.23,-1.23,-0.09,-0.09,0.09,0.09,0.0,0.0,66,0
-0.79,-0.79,-0.79,-0.79,-0.26,-0.26,0.0,0.0,-0.26,-0.26,-0.26,-0.26,-0.35,-0.35,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.62,-0.62,0.7,0.7,-0.26,-0.26,-0.44,-0.44,-0.97,-0.97,0.35,0.35,-0.62,-0.62,-0.44,-0.44,-0.09,-0.09,0.18,0.18,-0.7,-0.7,-0.44,-0.44,-1.41,-1.41,-0.09,-0.09,-0.44,-0.44,-0.26,-0.26,-0.62,-0.62,-0.26,-0.26,0.97,0.97,-0.79,-0.79,0.09,0.09,-1.85,-1.85,0.79,0.79,-1.05,-1.05,-1.23,-1.23,2.11,2.11,4.66,4.66,3.08,3.08,-1.49,-1.49,0.7,0.7,-4.75,-4.75,1.67,1.67,-1.32,-1.32,4.22,4.22,0.0,0.0,2.99,2.99,4.92,4.92,5.89,5.89,-0.79,-0.79,4.22,4.22,64,0
-0.35,-0.35,0.09,0.09,-0.09,-0.09,-0.35,-0.35,0.0,0.0,-1.58,-1.58,1.49,1.49,-0.18,-0.18,-0.09,-0.09,-0.26,-0.26,-0.18,-0.18,1.05,1.05,-1.85,-1.85,-0.18,-0.18,0.09,0.09,-0.09,-0.09,-0.7,-0.7,-0.09,-0.09,0.7,0.7,-1.85,-1.85,1.14,1.14,0.53,0.53,-0.97,-0.97,0.18,0.18,1.32,1.32,-1.14,-1.14,-0.44,-0.44,0.18,0.18,-0.26,-0.26,-0.53,-0.53,1.23,1.23,-2.99,-2.99,-0.18,-0.18,0.18,0.18,-0.62,-0.62,-2.29,-2.29,-0.7,-0.7,-2.29,-2.29,0.0,0.0,0.7,0.7,-0.79,-0.79,-2.81,-2.81,1.76,1.76,0.09,0.09,-0.09,-0.09,-0.44,-0.44,-1.05,-1.05,1.14,1.14,0.35,0.35,0.44,0.44,66,0
0.18,0.18,-0.18,-0.18,-0.26,-0.26,-0.7,-0.7,0.0,0.0,0.44,0.44,0.18,0.18,-0.44,-0.44,0.0,0.0,-0.09,-0.09,-0.26,-0.26,-0.26,-0.26,0.09,0.09,0.26,0.26,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,-0.35,-0.35,-0.35,-0.35,0.0,0.0,0.26,0.26,0.18,0.18,0.18,0.18,-0.26,-0.26,0.35,0.35,0.09,0.09,-0.88,-0.88,0.97,0.97,0.26,0.26,-0.53,-0.53,-0.35,-0.35,0.18,0.18,-3.78,-3.78,3.08,3.08,1.23,1.23,-0.44,-0.44,0.0,0.0,2.55,2.55,0.18,0.18,-1.41,-1.41,-2.46,-2.46,1.41,1.41,1.14,1.14,-1.14,-1.14,1.41,1.41,4.39,4.39,1.76,1.76,-0.79,-0.79,1.49,1.49,65,0
0.62,0.62,1.05,1.05,0.26,0.26,-0.7,-0.7,-0.09,-0.09,0.18,0.18,0.7,0.7,-0.44,-0.44,0.79,0.79,1.23,1.23,0.62,0.62,-0.44,-0.44,-0.09,-0.09,-0.26,-0.26,0.97,0.97,1.05,1.05,0.44,0.44,0.97,0.97,0.18,0.18,-0.79,-0.79,0.44,0.44,-0.09,-0.09,-0.09,-0.09,1.67,1.67,0.09,0.09,-0.44,-0.44,0.79,0.79,1.32,1.32,-0.09,-0.09,0.18,0.18,0.0,0.0,0.53,0.53,0.0,0.0,0.62,0.62,2.64,2.64,2.11,2.11,0.97,0.97,2.72,2.72,0.44,0.44,0.09,0.09,3.25,3.25,0.18,0.18,1.14,1.14,1.23,1.23,0.53,0.53,1.49,1.49,0.88,0.88,5.63,5.63,5.45,5.45,1.85,1.85,62,0
0.0,0.0,0.0,0.0,0.09,0.09,-0.09,-0.09,0.35,0.35,0.26,0.26,0.09,0.09,-0.26,-0.26,0.0,0.0,0.18,0.18,-0.09,-0.09,-0.18,-0.18,0.35,0.35,0.26,0.26,0.0,0.0,-0.44,-0.44,-0.35,-0.35,0.35,0.35,0.35,0.35,0.0,0.0,1.14,1.14,0.35,0.35,0.35,0.35,-0.35,-0.35,-0.44,-0.44,0.26,0.26,0.18,0.18,-0.09,-0.09,0.7,0.7,-0.35,-0.35,-0.35,-0.35,0.62,0.62,0.0,0.0,0.09,0.09,-0.09,-0.09,0.0,0.0,0.0,0.0,-1.14,-1.14,-0.35,-0.35,2.64,2.64,-1.76,-1.76,-0.18,-0.18,-0.44,-0.44,0.88,0.88,-1.58,-1.58,0.09,0.09,0.44,0.44,-1.67,-1.67,-0.62,-0.62,0.35,0.35,66,0
-0.26,-0.26,-0.18,-0.18,-0.18,-0.18,-0.26,-0.26,-0.18,-0.18,-0.18,-0.18,-0.26,-0.26,-0.18,-0.18,-0.26,-0.26,0.0,0.0,-0.18,-0.18,-0.26,-0.26,-0.26,-0.26,-0.18,-0.18,-0.18,-0.18,-0.26,-0.26,-0.26,-0.26,-0.35,-0.35,-0.35,-0.35,-0.26,-0.26,0.09,0.09,0.09,0.09,0.0,0.0,-0.18,-0.18,-0.35,-0.35,-0.18,-0.18,-0.09,-0.09,-0.18,-0.18,-0.62,-0.62,-0.7,-0.7,-0.09,-0.09,1.05,1.05,-0.44,-0.44,-0.53,-0.53,-2.2,-2.2,0.35,0.35,-0.62,-0.62,-0.26,-0.26,3.52,3.52,-2.02,-2.02,-2.72,-2.72,-0.79,-0.79,-0.26,-0.26,-0.44,-0.44,-1.41,-1.41,-5.27,-5.27,1.76,1.76,-0.53,-0.53,-4.04,-4.04,-3.69,-3.69,64,0
0.0,0.0,-0.09,-0.09,-0.35,-0.35,-0.53,-0.53,0.18,0.18,-0.09,-0.09,0.53,0.53,-0.18,-0.18,-0.35,-0.35,-0.26,-0.26,0.97,0.97,-0.44,-0.44,-0.09,-0.09,-0.62,-0.62,-0.53,-0.53,0.88,0.88,-0.09,-0.09,0.35,0.35,-0.62,-0.62,-0.53,-0.53,0.79,0.79,-1.93,-1.93,-1.23,-1.23,-0.09,-0.09,0.7,0.7,-0.35,-0.35,0.0,0.0,-0.09,-0.09,-0.26,-0.26,-0.35,-0.35,0.0,0.0,-0.97,-0.97,3.34,3.34,-2.64,-2.64,1.49,1.49,0.35,0.35,6.15,6.15,4.31,4.31,7.03,7.03,4.92,4.92,10.11,10.11,0.62,0.62,0.0,0.0,0.18,0.18,7.73,7.73,3.6,3.6,0.53,0.53,5.54,5.54,4.39,4.39,2.2,2.2,65,0
0.0,0.0,0.18,0.18,0.09,0.09,0.09,0.09,0.09,0.09,0.18,0.18,0.0,0.0,-0.18,-0.18,-0.53,-0.53,0.18,0.18,0.09,0.09,0.0,0.0,0.09,0.09,0.53,0.53,-1.41,-1.41,0.53,0.53,1.05,1.05,-0.09,-0.09,-0.26,-0.26,-0.44,-0.44,0.62,0.62,-0.62,-0.62,0.62,0.62,0.0,0.0,0.09,0.09,0.18,0.18,-0.44,-0.44,0.0,0.0,0.0,0.0,-0.09,-0.09,-0.26,-0.26,1.76,1.76,-0.18,-0.18,3.16,3.16,-0.44,-0.44,0.09,0.09,-1.41,-1.41,0.53,0.53,0.0,0.0,-0.18,-0.18,0.09,0.09,-0.35,-0.35,-0.26,-0.26,0.0,0.0,-0.53,-0.53,0.0,0.0,0.18,0.18,-0.18,-0.18,0.0,0.0,-0.09,-0.09,65,0
1.05,1.05,0.7,0.7,0.53,0.53,0.97,0.97,0.79,0.79,0.09,0.09,0.79,0.79,1.14,1.14,0.0,0.0,0.79,0.79,1.67,1.67,0.26,0.26,0.44,0.44,1.23,1.23,1.23,1.23,0.7,0.7,0.88,0.88,1.32,1.32,0.53,0.53,0.62,0.62,0.7,0.7,1.05,1.05,0.53,0.53,1.05,1.05,0.7,0.7,0.79,0.79,1.67,1.67,-0.09,-0.09,0.79,0.79,0.79,0.79,0.79,0.79,-0.09,-0.09,-3.25,-3.25,-0.09,-0.09,-1.05,-1.05,0.26,0.26,-0.26,-0.26,0.09,0.09,-0.88,-0.88,1.41,1.41,0.79,0.79,0.62,0.62,0.7,0.7,1.14,1.14,0.62,0.62,1.14,1.14,-0.09,-0.09,-1.85,-1.85,0.35,0.35,1.14,1.14,61,0
-0.18,-0.18,-0.09,-0.09,-0.09,-0.09,0.0,0.0,0.0,0.0,-0.09,-0.09,0.53,0.53,0.09,0.09,-0.7,-0.7,-0.18,-0.18,-0.09,-0.09,-0.18,-0.18,-0.35,-0.35,0.35,0.35,-0.09,-0.09,-0.53,-0.53,-0.09,-0.09,1.67,1.67,-0.09,-0.09,-0.18,-0.18,-1.49,-1.49,0.0,0.0,0.0,0.0,-0.09,-0.09,-0.09,-0.09,0.0,0.0,0.09,0.09,0.62,0.62,-0.53,-0.53,-0.09,-0.09,0.44,0.44,1.14,1.14,2.11,2.11,0.62,0.62,5.63,5.63,1.05,1.05,3.96,3.96,-0.53,-0.53,-6.33,-6.33,-0.62,-0.62,-1.76,-1.76,-0.18,-0.18,-0.53,-0.53,-0.44,-0.44,-2.02,-2.02,0.26,0.26,-0.97,-0.97,-2.64,-2.64,-2.46,-2.46,-0.62,-0.62,65,0
0.09,0.09,0.26,0.26,0.35,0.35,0.79,0.79,0.0,0.0,-0.26,-0.26,0.18,0.18,0.35,0.35,0.53,0.53,0.26,0.26,-0.09,-0.09,0.18,0.18,1.49,1.49,0.18,0.18,0.0,0.0,0.44,0.44,0.79,0.79,0.35,0.35,0.0,0.0,-0.09,-0.09,0.26,0.26,0.44,0.44,1.14,1.14,0.53,0.53,0.44,0.44,0.09,0.09,-0.18,-0.18,0.18,0.18,0.7,0.7,0.53,0.53,0.62,0.62,0.53,0.53,0.79,0.79,1.14,1.14,0.88,0.88,0.88,0.88,1.23,1.23,0.97,0.97,0.18,0.18,0.44,0.44,0.88,0.88,1.32,1.32,0.53,0.53,0.44,0.44,1.49,1.49,0.88,0.88,0.35,0.35,1.41,1.41,0.97,0.97,0.26,0.26,65,0
0.26,0.26,-0.26,-0.26,0.26,0.26,0.79,0.79,0.44,0.44,0.44,0.44,0.35,0.35,0.44,0.44,0.26,0.26,0.35,0.35,0.53,0.53,0.09,0.09,0.35,0.35,0.0,0.0,0.26,0.26,0.53,0.53,0.53,0.53,0.35,0.35,0.26,0.26,0.35,0.35,0.44,0.44,0.35,0.35,0.18,0.18,-0.18,-0.18,0.62,0.62,0.26,0.26,0.18,0.18,0.09,0.09,0.44,0.44,0.53,0.53,0.62,0.62,0.44,0.44,0.26,0.26,0.44,0.44,0.62,0.62,0.44,0.44,1.41,1.41,2.9,2.9,0.26,0.26,-0.26,-0.26,1.93,1.93,0.26,0.26,0.62,0.62,0.79,0.79,0.35,0.35,-1.76,-1.76,0.53,0.53,0.62,0.62,0.35,0.35,-0.79,-0.79,63,0
0.09,0.09,0.0,0.0,-0.18,-0.18,-0.26,-0.26,0.0,0.0,0.09,0.09,0.26,0.26,0.0,0.0,-0.18,-0.18,-0.18,-0.18,-0.09,-0.09,0.0,0.0,0.18,0.18,-0.09,-0.09,0.09,0.09,-0.53,-0.53,0.0,0.0,0.0,0.0,-0.09,-0.09,0.0,0.0,-0.09,-0.09,0.26,0.26,0.53,0.53,-0.09,-0.09,0.0,0.0,-0.53,-0.53,-0.09,-0.09,0.18,0.18,0.62,0.62,0.26,0.26,0.53,0.53,-0.09,-0.09,-0.26,-0.26,3.52,3.52,-0.44,-0.44,2.99,2.99,2.29,2.29,7.65,7.65,1.23,1.23,6.42,6.42,3.43,3.43,2.55,2.55,2.99,2.99,8.17,8.17,1.76,1.76,0.44,0.44,2.81,2.81,5.01,5.01,-0.18,-0.18,5.27,5.27,67,0
0.35,0.35,0.7,0.7,0.09,0.09,2.11,2.11,0.44,0.44,-0.09,-0.09,0.97,0.97,1.32,1.32,0.79,0.79,-0.18,-0.18,0.09,0.09,0.0,0.0,1.05,1.05,1.14,1.14,1.23,1.23,0.44,0.44,1.41,1.41,0.7,0.7,-0.09,-0.09,0.7,0.7,0.35,0.35,1.14,1.14,0.79,0.79,1.41,1.41,-0.26,-0.26,0.26,0.26,0.7,0.7,0.97,0.97,1.76,1.76,2.02,2.02,0.88,0.88,-0.35,-0.35,4.22,4.22,0.09,0.09,1.93,1.93,1.05,1.05,6.94,6.94,1.05,1.05,0.18,0.18,4.57,4.57,0.44,0.44,3.25,3.25,0.97,0.97,5.8,5.8,-0.35,-0.35,0.35,0.35,1.58,1.58,2.37,2.37,0.18,0.18,0.35,0.35,65,0
0.62,0.62,-1.49,-1.49,-0.26,-0.26,0.0,0.0,0.53,0.53,-0.44,-0.44,-0.35,-0.35,0.62,0.62,-0.09,-0.09,-0.09,-0.09,0.97,0.97,-1.23,-1.23,-1.85,-1.85,-0.26,-0.26,0.18,0.18,1.05,1.05,-0.26,-0.26,0.0,0.0,-0.35,-0.35,-0.18,-0.18,-2.46,-2.46,0.97,0.97,0.7,0.7,0.44,0.44,1.58,1.58,-2.72,-2.72,0.18,0.18,0.35,0.35,0.18,0.18,-2.72,-2.72,-2.37,-2.37,-2.37,-2.37,-0.7,-0.7,-6.06,-6.06,-2.55,-2.55,-5.98,-5.98,-7.12,-7.12,-2.02,-2.02,-8.96,-8.96,-5.8,-5.8,-2.02,-2.02,-1.41,-1.41,-9.49,-9.49,-2.02,-2.02,-4.39,-4.39,-2.37,-2.37,-5.63,-5.63,-8.35,-8.35,-2.2,-2.2,-7.56,-7.56,65,0
0.09,0.09,0.35,0.35,0.44,0.44,0.53,0.53,0.18,0.18,0.09,0.09,0.35,0.35,0.0,0.0,0.18,0.18,-0.09,-0.09,0.09,0.09,0.53,0.53,-0.09,-0.09,0.35,0.35,0.88,0.88,0.0,0.0,0.26,0.26,0.18,0.18,0.0,0.0,0.18,0.18,0.26,0.26,0.35,0.35,0.44,0.44,0.7,0.7,0.53,0.53,-0.44,-0.44,-0.26,-0.26,-0.26,-0.26,-0.09,-0.09,-0.44,-0.44,-0.18,-0.18,0.35,0.35,2.9,2.9,-0.53,-0.53,0.53,0.53,-0.26,-0.26,1.67,1.67,-0.88,-0.88,-2.46,-2.46,1.32,1.32,0.09,0.09,0.09,0.09,-0.44,-0.44,-2.64,-2.64,0.79,0.79,0.09,0.09,0.18,0.18,-0.7,-0.7,-0.53,-0.53,0.09,0.09,66,0
-0.26,-0.26,-0.53,-0.53,0.0,0.0,0.7,0.7,-0.18,-0.18,-0.09,-0.09,0.26,0.26,-0.35,-0.35,-0.35,-0.35,-0.09,-0.09,0.0,0.0,0.0,0.0,1.05,1.05,-0.09,-0.09,-0.53,-0.53,0.18,0.18,-0.62,-0.62,-0.35,-0.35,-0.53,-0.53,1.23,1.23,0.26,0.26,0.18,0.18,-0.62,-0.62,-0.35,-0.35,-0.09,-0.09,0.35,0.35,-0.18,-0.18,-0.09,-0.09,-0.18,-0.18,-0.09,-0.09,-0.62,-0.62,0.7,0.7,0.09,0.09,0.7,0.7,2.55,2.55,1.05,1.05,-0.62,-0.62,1.14,1.14,0.53,0.53,0.09,0.09,1.41,1.41,0.26,0.26,-0.35,-0.35,0.0,0.0,-0.18,-0.18,0.0,0.0,-0.44,-0.44,-1.58,-1.58,0.79,0.79,-0.26,-0.26,65,0
-0.09,-0.09,-0.44,-0.44,0.53,0.53,1.76,1.76,-0.09,-0.09,-0.79,-0.79,0.18,0.18,0.18,0.18,0.35,0.35,0.26,0.26,1.32,1.32,1.67,1.67,1.67,1.67,0.18,0.18,0.53,0.53,-0.35,-0.35,-0.26,-0.26,-0.26,-0.26,0.35,0.35,0.35,0.35,1.14,1.14,0.44,0.44,-0.7,-0.7,1.14,1.14,0.7,0.7,0.35,0.35,-0.09,-0.09,0.26,0.26,-0.35,-0.35,-0.44,-0.44,0.0,0.0,3.69,3.69,0.18,0.18,-0.35,-0.35,-0.53,-0.53,-2.29,-2.29,-0.62,-0.62,0.0,0.0,-2.37,-2.37,0.7,0.7,-0.53,-0.53,-1.23,-1.23,3.43,3.43,0.7,0.7,-2.11,-2.11,0.0,0.0,0.53,0.53,-0.26,-0.26,0.97,0.97,-1.76,-1.76,65,0
0.44,0.44,0.35,0.35,0.53,0.53,0.79,0.79,0.35,0.35,0.35,0.35,0.18,0.18,0.35,0.35,0.44,0.44,0.53,0.53,0.44,0.44,0.26,0.26,0.44,0.44,1.32,1.32,0.44,0.44,0.35,0.35,0.35,0.35,0.44,0.44,0.97,0.97,0.44,0.44,0.44,0.44,0.53,0.53,-0.35,-0.35,0.0,0.0,1.23,1.23,0.44,0.44,0.44,0.44,0.26,0.26,0.35,0.35,0.26,0.26,-0.09,-0.09,0.35,0.35,0.97,0.97,0.97,0.97,0.35,0.35,0.7,0.7,6.24,6.24,-0.09,-0.09,0.53,0.53,-4.92,-4.92,3.96,3.96,0.53,0.53,0.0,0.0,-0.18,-0.18,0.0,0.0,1.85,1.85,0.44,0.44,1.41,1.41,5.54,5.54,0.62,0.62,66,0
1.23,1.23,0.88,0.88,0.7,0.7,0.7,0.7,0.44,0.44,0.79,0.79,1.32,1.32,0.97,0.97,0.97,0.97,0.88,0.88,0.79,0.79,1.14,1.14,0.7,0.7,0.7,0.7,0.53,0.53,1.23,1.23,0.97,0.97,1.32,1.32,0.79,0.79,0.35,0.35,0.7,0.7,0.44,0.44,0.79,0.79,0.88,0.88,1.41,1.41,0.97,0.97,0.97,0.97,0.88,0.88,0.88,0.88,0.7,0.7,0.79,0.79,0.7,0.7,-0.53,-0.53,-0.35,-0.35,-0.44,-0.44,0.0,0.0,0.88,0.88,0.18,0.18,-0.79,-0.79,1.49,1.49,1.23,1.23,1.14,1.14,0.97,0.97,1.14,1.14,1.23,1.23,0.97,0.97,1.49,1.49,1.58,1.58,1.14,1.14,0.79,0.79,65,0
-0.18,-0.18,-0.18,-0.18,0.26,0.26,0.0,0.0,0.0,0.0,0.35,0.35,-0.53,-0.53,-0.62,-0.62,-0.26,-0.26,-0.09,-0.09,0.26,0.26,0.26,0.26,0.0,0.0,-0.09,-0.09,-0.79,-0.79,-0.26,-0.26,0.0,0.0,-0.35,-0.35,-0.7,-0.7,0.09,0.09,-0.88,-0.88,1.32,1.32,-0.09,-0.09,-0.44,-0.44,-0.35,-0.35,0.35,0.35,0.79,0.79,0.0,0.0,-0.53,-0.53,0.18,0.18,0.88,0.88,0.53,0.53,-0.7,-0.7,0.44,0.44,-2.11,-2.11,-0.18,-0.18,0.97,0.97,-0.62,-0.62,1.58,1.58,0.18,0.18,-0.26,-0.26,0.0,0.0,0.7,0.7,6.68,6.68,-0.62,-0.62,-0.79,-0.79,7.21,7.21,0.0,0.0,4.13,4.13,-0.79,-0.79,62,0
0.53,0.53,0.26,0.26,-0.7,-0.7,0.53,0.53,0.62,0.62,0.44,0.44,0.35,0.35,0.44,0.44,0.44,0.44,0.18,0.18,0.18,0.18,0.09,0.09,1.41,1.41,0.35,0.35,-0.7,-0.7,0.09,0.09,0.26,0.26,0.26,0.26,0.18,0.18,0.35,0.35,0.53,0.53,1.14,1.14,0.26,0.26,1.41,1.41,-0.09,-0.09,1.85,1.85,2.29,2.29,0.18,0.18,0.09,0.09,0.44,0.44,0.53,0.53,0.26,0.26,0.18,0.18,0.62,0.62,0.35,0.35,0.0,0.0,-0.18,-0.18,0.26,0.26,2.64,2.64,-1.58,-1.58,0.62,0.62,3.69,3.69,0.62,0.62,-1.85,-1.85,1.85,1.85,2.46,2.46,0.26,0.26,1.14,1.14,0.0,0.0,1.58,1.58,66,0
