T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96,T97,T98,T99,T100,T101,T102,T103,T104,T105,T106,T107,T108,T109,T110,T111,T112,T113,T114,T115,T116,T117,T118,T119,T120,T121,T122,T123,T124,T125,T126,T127,T128,T129,T130,T131,T132,T133,T134,T135,T136,T137,T138,T139,T140,T141,T142,T143,T144,T145,T146,T147,T148,T149,T150,T151,T152,T153,T154,T155,T156,T157,T158,T159,T160,T161,T162,T163,T164,T165,T166,T167,T168,T169,T170,T171,T172,T173,T174,T175,T176,T177,T178,T179,T180,T181,T182,T183,T184,T185,T186,T187,T188,T189,T190,T191,T192,T193,T194,T195,T196,T197,T198,T199,T200,T201,T202,T203,T204,T205,T206,T207,T208,T209,T210,T211,T212,T213,T214,T215,T216,T217,T218,T219,T220,T221,T222,T223,T224,T225,T226,T227,T228,T229,T230,T231,T232,T233,T234,T235,T236,T237,T238,T239,T240,T241,T242,T243,T244,T245,T246,T247,T248,T249,T250,T251,T252,T253,T254,T255,T256,T257,T258,T259,T260,T261,T262,T263,T264,T265,T266,T267,T268,T269,T270,T271,T272,T273,T274,T275,T276,T277,T278,T279,T280,T281,T282,T283,T284,T285,T286,T287,T288,T289,T290,T291,T292,T293,T294,T295,T296,T297,T298,T299,T300,T301,T302,T303,T304,T305,T306,T307,T308,T309,T310,T311,T312,T313,T314,T315,T316,T317,T318,T319,T320,T321,T322,T323,T324,T325,T326,T327,T328,T329,T330,T331,T332,T333,T334,T335,T336,T337,T338,T339,T340,T341,T342,T343,T344,T345,T346,T347,T348,T349,T350,T351,T352,T353,T354,T355,T356,T357,T358,T359,T360,T361,T362,T363,T364,T365,T366,T367,T368,T369,T370,T371,T372,T373,T374,T375,T376,T377,T378,T379,T380,T381,T382,T383,T384,T385,T386,T387,T388,T389,T390,T391,T392,T393,T394,T395,T396,T397,T398,T399,Time,Label
1.01,0.99,0.99,1.01,1.01,0.99,1.01,1.01,1.01,0.99,0.99,0.99,0.99,0.99,0.97,0.97,0.98,0.97,0.98,0.99,1.01,0.99,1.01,1.01,1.01,1.01,1.01,0.99,0.97,0.96,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.98,0.99,0.99,1.01,1.03,1.03,1.02,1.01,1.01,1.01,0.99,0.99,1.01,1.01,0.99,0.99,1.01,1.01,1.03,1.06,1.05,1.04,1.04,1.03,1.03,1.03,1.05,1.04,1.03,1.03,1.02,1.02,1.01,1.01,1.01,0.99,1.01,0.99,0.99,0.98,0.98,0.98,0.99,0.99,1.02,0.99,0.98,0.97,0.95,0.93,0.94,0.95,0.95,0.94,0.94,0.96,0.97,0.98,1.01,1.01,1.01,1.02,1.03,1.04,1.03,1.02,1.04,1.04,1.04,1.03,1.03,1.03,1.04,1.06,1.04,1.03,1.02,1.01,1.01,1.01,0.99,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.03,1.03,1.03,1.02,1.03,1.03,1.03,1.03,1.04,1.04,1.04,1.02,1.01,0.99,0.99,1.01,0.99,0.99,1.01,1.01,0.99,0.97,0.99,1.01,0.99,0.98,0.99,0.99,0.99,0.99,1.01,0.99,0.98,0.99,0.96,0.95,0.96,0.98,0.97,0.96,0.98,0.99,0.99,0.99,1.01,1.02,1.01,1.02,1.02,1.01,1.01,1.02,1.03,1.03,1.04,1.05,1.05,1.06,1.08,1.08,1.08,1.05,1.06,1.07,1.05,1.06,1.09,1.09,1.06,1.03,1.03,1.04,1.04,1.07,1.09,1.08,1.08,1.06,1.04,1.03,1.03,1.03,1.03,1.03,1.06,1.05,1.03,1.04,1.05,1.05,1.04,1.06,1.04,1.01,0.99,0.99,0.99,0.99,1.01,1.01,1.02,1.03,1.01,1.03,1.15,1.19,1.13,1.09,1.1,1.02,0.94,0.88,0.87,0.9,0.95,1.04,1.13,1.19,1.14,1.05,0.9,0.91,0.99,1.08,1.12,1.05,0.99,0.93,0.93,1.01,1.04,1.08,1.09,0.98,0.99,0.99,1.01,1.05,1.11,1.06,1.02,0.99,0.99,0.99,0.99,1.01,0.98,1.01,1.01,0.99,1.04,1.04,0.99,1.02,1.01,0.97,0.99,1.01,1.01,1.02,1.01,1.01,1.05,1.01,0.99,1.04,1.02,0.99,1.05,1.01,0.99,0.99,1.01,0.99,1.01,0.99,0.99,1.03,1.02,0.98,1.01,0.99,1.01,1.01,0.99,1.02,1.01,1.01,0.99,0.99,1.01,1.01,1.02,0.99,1.01,1.01,1.01,1.02,1.01,1.01,0.99,1.01,1.04,1.01,1.01,1.01,0.97,0.99,0.98,1.02,1.02,1.01,0.98,1.01,1.03,1.03,0.98,0.99,0.99,1.05,1.03,1.01,0.98,1.01,0.99,0.99,1.02,1.01,1.01,0.98,1.01,1.06,1.01,1.01,0.99,0.99,1.01,0.99,0.99,1.01,0.99,1.02,0.98,0.99,1.01,1.02,1.01,0.99,0.99,1.03,1.01,1.01,1.01,1.01,0.99,0.99,1.01,0.99,1.01,0.99,1.01,1.01,1.02,255,0
0.96,0.98,1.0,1.0,1.0,1.01,1.02,1.04,1.06,1.06,1.07,1.06,1.05,1.04,1.03,1.02,1.04,1.05,1.06,1.04,1.04,1.03,1.01,1.02,1.02,1.01,0.99,0.97,0.97,0.97,0.98,1.01,1.04,1.04,1.02,1.02,1.01,1.01,1.0,1.0,0.98,0.97,0.98,0.98,1.0,1.0,0.99,0.98,0.96,0.97,0.97,0.98,1.0,1.0,0.99,0.99,0.98,0.99,0.99,0.99,1.0,1.0,1.01,1.01,1.03,1.04,1.04,1.03,1.01,1.01,1.02,1.05,1.08,1.09,1.08,1.07,1.05,1.05,1.03,1.02,1.02,1.02,1.0,1.0,0.99,0.98,0.99,1.0,1.0,0.96,0.96,0.95,0.93,0.92,0.92,0.93,0.93,0.93,0.95,0.96,0.99,0.98,0.96,0.96,0.95,0.96,0.96,0.98,1.01,1.03,1.03,1.01,0.96,0.98,0.99,1.01,1.02,1.02,1.03,1.0,0.98,1.0,1.01,1.0,0.98,0.98,0.98,0.99,1.02,1.05,1.07,1.08,1.07,1.05,1.05,1.04,1.07,1.06,1.05,1.02,1.0,0.99,0.99,0.98,0.97,0.99,0.97,0.95,0.95,0.96,0.96,0.96,0.97,1.0,1.01,1.02,1.01,1.01,1.01,1.01,1.02,1.01,1.04,1.05,1.06,1.06,1.05,1.03,1.01,0.98,0.95,0.95,0.95,0.96,0.98,0.98,0.97,0.97,0.96,0.98,1.01,1.04,1.06,1.05,1.05,1.04,1.02,1.03,1.05,1.04,1.02,1.02,1.04,1.04,1.03,1.02,1.03,1.04,1.04,1.06,1.07,1.07,1.05,1.04,1.05,1.04,1.02,1.02,1.02,1.02,1.04,1.03,1.01,1.02,1.04,1.06,1.08,1.1,1.11,1.12,1.12,1.1,1.08,1.07,1.07,1.09,1.08,1.07,1.06,1.06,1.06,1.04,1.02,1.02,1.03,1.01,1.0,1.02,1.0,0.96,0.97,0.98,0.99,0.99,1.0,1.03,1.06,1.07,1.06,1.14,1.18,1.1,1.11,1.07,1.03,0.96,0.85,0.81,0.82,0.79,0.86,1.07,1.23,1.39,1.35,1.22,1.01,0.85,0.77,0.84,0.95,1.06,1.14,1.12,1.02,0.95,0.95,0.96,1.04,1.06,1.0,0.95,0.95,0.98,1.03,1.06,1.04,1.03,0.96,0.95,0.97,1.0,1.06,1.05,1.0,0.95,0.96,0.97,1.04,1.04,0.99,1.01,0.99,1.0,1.0,0.99,1.01,1.02,1.02,1.01,0.99,0.99,0.99,1.02,1.01,1.02,1.0,0.98,1.01,1.0,0.97,1.0,1.01,1.02,1.03,0.99,0.97,1.0,0.99,1.02,1.0,1.0,1.0,1.01,1.03,0.99,1.01,1.02,0.99,1.01,0.97,1.01,1.01,0.98,1.05,0.99,0.96,1.0,1.01,1.02,1.0,1.02,1.01,0.99,1.0,1.0,1.0,1.0,0.98,0.98,0.99,1.01,1.01,1.01,1.0,0.97,1.0,1.01,1.01,1.01,1.03,0.99,1.0,0.99,1.01,1.02,1.0,1.0,1.0,1.0,0.98,1.01,1.01,1.02,0.99,0.98,0.99,0.98,1.0,1.02,1.02,1.0,1.01,1.01,1.0,1.02,0.97,0.99,1.02,1.01,264,0
0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.01,1.01,1.02,1.01,1.02,1.01,1.01,1.0,1.0,0.99,0.97,0.99,0.99,0.99,0.99,0.99,1.0,1.0,1.0,1.01,1.01,1.01,1.0,0.99,1.0,1.01,1.02,1.01,1.0,1.01,1.03,1.02,1.01,1.01,1.0,1.0,1.0,1.0,1.01,0.99,0.99,0.99,0.99,0.99,0.97,0.95,0.95,0.95,0.95,0.95,0.97,0.97,0.99,1.0,0.99,0.99,0.99,0.99,1.0,1.0,0.99,0.99,0.99,0.99,0.99,0.99,1.01,1.01,1.0,1.0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.01,1.01,1.02,1.02,1.03,1.05,1.03,1.03,1.03,1.04,1.03,1.04,1.04,1.03,1.03,1.02,1.01,0.99,0.97,0.97,0.99,1.0,1.01,1.01,0.99,0.99,0.99,0.99,0.97,0.97,0.99,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.99,0.99,0.99,0.99,0.99,1.0,0.99,0.99,0.99,0.99,0.99,0.97,0.97,0.97,0.97,0.99,0.99,0.99,0.97,0.97,0.97,0.99,0.97,0.99,1.0,1.01,0.99,0.97,0.97,0.99,0.99,0.99,1.0,0.99,0.99,0.99,0.99,0.97,0.97,0.99,1.01,1.03,1.04,1.05,1.04,1.04,1.03,1.02,1.02,1.02,1.03,1.03,1.02,1.01,1.0,1.01,1.01,1.01,1.02,1.03,1.03,1.04,1.04,1.03,1.04,1.07,1.06,1.06,1.05,1.05,1.07,1.04,1.06,1.1,1.11,1.09,1.07,1.05,1.04,1.04,1.03,1.02,1.03,1.06,1.09,1.09,1.1,1.09,1.1,1.11,1.11,1.13,1.12,1.11,1.12,1.09,1.08,1.06,1.06,1.02,1.01,1.0,0.99,0.97,0.95,0.99,1.01,1.02,1.01,1.0,0.99,0.97,0.97,0.97,0.97,0.99,0.99,1.01,1.03,1.05,1.16,1.06,1.03,1.0,0.99,0.93,0.88,0.85,0.85,0.94,1.03,1.16,1.27,1.24,1.06,0.89,0.81,0.84,0.97,1.1,1.18,1.15,1.02,0.9,0.9,1.04,1.15,1.13,1.07,0.95,0.9,0.9,0.99,1.08,1.08,1.05,0.97,0.95,0.97,1.02,1.07,1.06,1.02,0.95,0.93,0.94,1.01,1.09,1.06,0.95,0.94,0.97,1.0,1.05,1.04,1.02,0.99,0.97,0.97,0.99,1.02,1.04,1.01,1.01,0.99,0.97,0.97,1.01,1.03,1.0,1.01,0.99,0.99,0.99,1.04,0.99,0.99,1.02,0.99,0.97,0.99,1.01,1.02,1.01,0.99,0.99,1.0,0.97,0.99,1.01,0.99,1.0,0.99,0.99,1.03,1.01,1.01,0.99,0.99,0.99,1.0,1.01,1.0,0.99,1.02,0.99,0.99,0.99,1.0,1.02,0.99,0.99,1.01,0.99,0.99,0.99,1.0,1.02,0.99,0.97,1.0,1.0,0.99,0.97,0.99,1.03,1.0,1.0,1.0,1.01,1.01,0.97,0.99,1.03,0.99,0.99,1.0,1.0,0.99,1.0,1.05,1.02,0.97,0.97,1.01,1.0,0.99,1.0,1.0,1.0,0.99,1.01,1.0,260,0
0.99,1.0,1.0,1.0,1.0,1.0,0.99,0.98,0.98,0.99,1.01,1.01,1.02,1.01,0.99,1.0,0.99,0.98,0.98,0.98,0.98,0.99,1.01,1.0,0.99,0.99,1.0,1.01,1.0,1.0,1.0,1.0,0.99,1.0,1.0,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,0.99,1.0,1.0,1.01,1.01,1.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.02,1.02,1.04,1.05,1.04,1.04,1.04,1.04,1.02,1.01,1.0,0.99,1.02,1.03,1.03,1.04,1.02,1.0,1.0,0.99,1.01,0.98,0.98,1.0,0.99,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.01,0.99,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.98,0.98,1.0,1.02,1.04,1.06,1.05,1.03,1.01,0.99,0.98,0.98,1.0,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,1.01,1.04,1.05,1.04,1.05,1.04,1.03,1.04,1.03,0.99,0.96,0.94,0.94,0.94,0.94,0.93,0.94,0.94,0.94,0.96,0.96,0.96,0.94,0.94,0.96,0.98,0.99,1.0,1.0,0.99,0.99,1.0,0.99,0.98,0.99,1.01,1.02,1.0,1.02,1.06,1.07,1.07,1.07,1.07,1.05,1.04,1.03,1.02,1.0,0.99,1.01,1.04,1.0,1.02,1.01,1.01,1.04,1.06,1.05,1.06,1.07,1.08,1.08,1.07,1.07,1.06,1.04,1.02,1.02,1.02,1.03,1.05,1.07,1.08,1.11,1.11,1.09,1.08,1.05,1.04,1.03,1.04,1.03,1.02,1.03,1.04,1.02,1.02,1.02,1.0,0.98,1.0,0.99,0.96,0.96,0.98,0.98,0.99,0.99,1.05,1.04,1.02,1.0,1.01,1.01,1.01,1.02,1.01,1.0,1.01,0.99,0.98,0.99,0.98,0.98,0.98,0.98,0.99,0.99,1.08,1.06,1.12,1.1,1.12,1.04,0.94,0.93,0.88,0.89,0.86,0.92,1.0,0.98,1.09,1.15,1.17,1.12,1.05,0.94,0.91,0.91,0.94,1.0,1.04,1.07,1.04,1.01,0.94,1.03,1.06,1.11,1.11,1.02,0.94,0.94,0.99,0.99,0.99,1.03,1.01,1.02,0.99,1.01,0.99,0.99,1.02,0.98,0.96,0.99,0.99,0.96,0.98,1.05,1.0,1.0,1.03,0.96,0.92,1.01,1.04,0.98,0.99,1.0,0.96,1.01,1.02,1.03,0.99,0.98,0.96,0.99,1.0,1.01,1.0,1.02,0.99,1.04,1.02,0.96,1.01,0.99,0.98,0.99,0.99,1.01,0.98,1.02,1.04,0.98,0.98,1.03,1.01,1.0,1.0,0.98,0.99,1.02,1.03,0.94,1.02,1.01,1.02,0.99,0.98,0.99,1.02,1.0,1.01,1.0,0.98,0.98,1.02,1.01,1.04,0.96,0.96,1.0,0.98,1.0,1.02,0.99,0.98,1.02,1.01,0.99,0.98,0.96,1.03,0.96,0.94,1.02,1.04,1.02,0.96,0.94,1.01,1.05,1.01,0.98,0.96,0.96,1.03,1.04,0.96,0.98,0.98,1.0,1.04,0.96,0.98,0.98,1.03,1.02,0.96,0.96,261,0
1.07,1.08,1.05,1.05,1.05,1.03,1.03,1.05,1.03,0.99,0.99,1.01,1.01,0.98,0.97,0.95,0.93,0.91,0.96,0.98,0.99,0.99,1.01,0.99,0.96,0.96,0.94,0.93,0.93,0.95,0.93,0.91,0.93,0.94,0.94,0.95,0.97,0.98,0.97,0.97,0.97,0.96,0.96,0.98,1.03,1.05,1.05,1.07,1.09,1.06,1.05,1.06,1.05,1.03,1.03,1.01,1.01,1.03,1.03,1.01,1.01,0.99,0.99,0.96,0.96,0.95,0.94,0.95,0.97,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.01,0.99,0.98,0.98,0.99,1.01,1.01,1.01,1.01,0.99,1.01,1.01,1.03,1.03,1.03,1.03,1.03,1.05,1.07,1.06,1.05,1.05,1.05,1.03,1.03,1.01,1.01,1.01,0.99,1.01,1.01,0.99,1.01,1.03,1.03,1.01,1.01,1.01,1.01,1.03,1.03,1.01,1.03,1.03,0.99,0.96,0.95,0.97,0.95,0.95,0.95,0.96,0.95,0.96,0.98,0.96,0.97,0.98,0.98,0.99,1.01,1.01,1.03,1.03,1.03,1.05,1.05,1.03,1.03,1.03,1.01,1.01,0.99,1.01,1.03,1.01,1.01,1.03,1.03,1.03,1.03,1.01,0.99,0.98,0.98,0.98,0.98,0.99,1.01,1.03,1.03,1.01,1.05,1.06,1.03,1.01,1.01,1.03,1.01,0.99,1.01,1.03,1.05,1.05,1.05,1.06,1.08,1.08,1.07,1.07,1.1,1.1,1.07,1.08,1.07,1.05,1.05,1.03,1.01,1.03,1.05,1.03,1.01,1.01,1.01,0.99,0.98,0.99,1.01,1.01,1.03,1.01,1.01,1.01,0.99,1.01,1.01,1.01,1.03,1.08,1.09,1.08,1.07,1.05,1.03,1.03,1.01,0.99,0.98,0.98,0.99,0.97,0.98,0.98,0.95,0.95,0.97,0.99,0.99,1.14,1.19,1.14,1.15,1.15,1.08,1.06,0.97,0.88,0.85,0.86,0.95,1.08,1.2,1.2,1.08,0.95,0.83,0.87,1.07,1.12,1.1,1.01,0.96,0.99,0.98,1.05,1.1,1.07,0.99,0.97,0.98,0.99,1.03,1.03,0.98,0.99,1.05,1.05,0.99,0.99,1.03,0.99,1.05,1.06,0.99,0.99,1.01,1.05,1.03,0.97,0.99,0.99,0.97,1.03,1.01,0.99,1.01,0.98,0.99,1.05,1.01,0.99,1.01,1.01,1.01,1.01,1.03,0.99,1.01,1.01,1.01,1.03,0.99,0.98,1.03,1.03,0.99,0.98,0.98,1.01,1.01,1.03,1.01,0.99,0.99,0.99,1.03,0.99,0.99,0.99,0.98,0.99,1.01,0.98,1.01,1.03,1.01,1.01,1.03,1.03,0.99,0.98,0.97,0.98,1.01,1.03,1.03,1.01,0.99,0.98,0.99,0.99,0.99,0.98,0.99,1.01,1.05,1.01,0.98,0.99,1.03,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,0.99,0.99,1.01,1.01,0.99,1.01,1.03,0.98,0.98,1.01,0.99,0.99,0.99,0.99,1.05,1.01,0.99,0.99,1.01,1.03,1.01,0.99,0.99,262,0
0.97,1.01,0.99,0.96,0.96,0.97,0.95,0.89,0.87,0.87,0.86,0.88,0.91,0.93,0.94,0.97,0.97,0.97,0.99,0.99,0.99,1.01,1.01,1.03,1.03,1.04,1.05,1.05,1.05,1.06,1.03,1.03,1.01,0.99,0.97,0.97,0.97,0.97,0.99,1.01,1.01,1.03,1.04,1.05,1.05,1.05,1.03,1.03,1.01,0.99,0.99,0.99,0.97,0.97,0.95,0.97,0.99,0.97,0.99,1.01,1.01,1.01,0.99,1.01,1.01,1.04,1.04,1.04,1.05,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.01,1.01,1.01,1.01,1.03,1.03,1.01,1.01,1.01,1.01,0.97,0.99,0.99,0.99,1.01,1.01,0.99,0.99,1.01,1.01,0.96,0.94,0.95,0.96,0.97,0.97,0.97,0.96,0.91,0.93,0.96,0.97,0.96,0.96,0.97,0.99,1.01,1.03,1.05,1.03,1.01,1.01,0.99,0.97,0.99,1.03,1.03,1.03,1.06,1.09,1.08,1.09,1.09,1.05,1.03,1.03,1.01,0.99,1.01,0.99,0.99,0.97,0.97,0.97,0.99,1.01,1.01,0.99,1.01,1.01,0.99,0.99,0.97,0.97,0.96,0.97,0.97,0.96,0.96,0.97,0.96,0.96,0.97,0.95,0.95,0.95,0.96,0.96,0.99,1.03,1.03,1.03,1.04,1.04,1.05,1.06,1.05,1.04,1.03,1.03,1.01,1.01,0.99,0.97,0.97,0.97,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.05,1.07,1.09,1.09,1.09,1.09,1.08,1.06,1.05,1.07,1.09,1.07,1.05,1.04,1.03,1.01,1.04,1.05,1.01,1.01,1.03,1.03,1.03,1.05,1.05,1.03,1.01,0.99,0.99,1.01,1.01,0.99,0.99,0.96,0.95,0.96,0.99,0.99,0.99,1.01,1.03,1.03,1.04,1.05,1.07,1.05,1.08,1.09,1.07,1.04,1.04,1.07,1.13,1.12,1.14,1.13,1.03,1.01,0.96,0.81,0.76,0.73,0.83,0.97,1.17,1.35,1.41,1.22,0.96,0.74,0.74,0.91,1.06,1.22,1.24,1.1,0.96,0.85,0.85,0.94,1.05,1.14,1.13,0.99,0.91,0.91,0.96,1.12,1.09,0.95,0.91,0.95,1.01,0.99,1.03,1.03,0.99,0.95,1.03,1.05,1.03,0.97,1.03,1.04,1.04,0.99,0.97,0.96,0.91,1.01,1.06,1.01,0.97,0.95,1.01,1.05,1.08,1.03,1.01,0.88,0.89,0.97,1.1,1.15,1.09,0.92,0.93,0.96,0.96,1.03,1.06,1.01,1.01,1.03,0.99,1.03,1.01,0.99,0.96,0.95,1.01,1.03,1.03,0.99,0.97,0.93,0.96,1.03,1.01,0.99,1.01,1.01,1.01,1.05,0.99,1.01,1.03,0.97,0.97,1.05,1.03,1.01,1.01,0.97,1.01,0.97,0.99,1.03,0.99,0.97,1.01,0.99,0.99,1.01,0.97,1.01,1.03,0.99,0.99,0.97,0.99,1.05,1.04,0.96,0.94,1.01,1.03,1.03,1.04,1.03,0.94,0.95,1.03,1.03,1.03,1.04,0.97,0.97,0.99,1.06,0.99,1.01,1.01,0.96,0.99,0.99,1.05,0.99,259,0
1.01,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.02,1.02,1.01,1.0,0.99,0.99,0.97,0.97,0.97,0.98,0.97,0.95,0.93,0.94,0.96,0.98,0.99,1.0,1.01,1.02,1.01,1.0,0.99,0.98,0.97,0.98,0.99,1.01,1.01,1.03,1.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.02,1.02,1.03,1.03,1.02,1.03,1.03,1.0,0.99,1.0,0.98,0.97,0.97,0.98,0.98,0.97,0.98,1.0,0.98,0.99,1.01,1.0,1.0,1.0,1.0,1.02,1.03,1.02,1.02,1.01,1.02,1.03,1.02,1.01,1.02,1.02,1.0,0.98,0.98,0.97,0.98,0.98,0.99,1.0,1.02,1.02,1.04,1.04,1.05,1.05,1.06,1.06,1.05,1.03,1.02,1.0,0.98,0.99,0.98,0.98,0.99,0.98,0.98,0.98,0.96,0.95,0.94,0.93,0.93,0.93,0.94,0.96,0.99,1.01,1.03,1.04,1.05,1.04,1.03,1.01,0.99,0.98,0.99,1.0,0.99,0.98,0.98,0.99,1.0,1.01,1.01,1.01,0.99,0.98,0.97,0.97,0.99,0.99,0.99,0.99,1.0,1.0,0.98,0.99,1.0,1.0,1.02,1.01,1.02,1.04,1.05,1.06,1.07,1.05,1.03,1.02,1.01,1.03,1.03,1.03,1.02,1.0,0.99,1.0,1.0,0.99,1.0,1.0,0.98,0.99,0.99,1.0,1.01,1.01,1.03,1.04,1.05,1.04,1.05,1.06,1.07,1.06,1.03,1.04,1.05,1.04,1.05,1.07,1.06,1.04,1.07,1.1,1.1,1.08,1.08,1.05,1.01,1.0,1.0,1.0,1.0,1.02,1.04,1.03,1.04,1.01,0.99,0.99,0.99,0.99,1.0,1.0,0.98,0.99,1.05,1.07,1.07,1.08,1.08,1.1,1.08,1.12,1.12,1.12,1.12,1.1,1.14,1.12,1.07,0.99,1.0,0.97,0.92,0.89,0.84,0.83,0.92,1.03,0.91,1.08,1.18,1.19,1.18,1.05,0.89,0.84,0.9,1.04,1.08,1.07,1.08,1.05,1.01,1.0,1.01,1.04,1.03,0.98,0.96,0.99,1.04,1.0,0.97,1.01,1.04,1.01,0.95,0.98,0.96,0.98,1.03,1.02,0.97,0.99,1.03,1.02,0.99,0.99,0.97,0.98,1.02,0.99,0.98,0.98,0.98,1.02,1.02,1.03,1.06,1.01,0.98,0.9,0.92,1.02,1.03,1.01,1.03,0.96,0.99,1.01,1.0,1.06,1.04,1.07,1.01,0.92,0.96,0.99,1.01,1.03,1.07,1.05,0.98,0.97,0.95,0.95,1.06,1.07,0.96,1.0,0.96,0.95,1.03,0.98,1.01,1.01,0.99,0.99,0.96,0.97,1.01,1.04,1.03,1.02,0.97,0.92,1.0,1.04,1.05,1.0,0.97,0.95,0.98,0.99,1.04,1.04,0.98,1.0,1.0,0.98,0.97,0.95,0.99,1.0,0.96,1.02,1.04,1.0,0.94,1.0,0.99,1.01,1.02,0.95,0.97,1.02,1.01,1.02,0.97,0.98,1.0,1.01,1.05,1.03,1.02,1.01,1.0,1.0,1.0,0.96,1.0,1.01,1.02,1.02,1.02,1.01,0.96,0.98,0.97,1.02,1.0,0.97,250,0
